,Tweet
309, salary credited for more den month in that case it My salary came in aug so sep oct novembe
310, worst and Slowest Poor Online
311, thanks for your quick do the
312, Incovienence at Ghatkopar east branch at MG road mumbai my number P
313, can you please confirm if Kotak bank hinjewadi ATM would be replenished today or not
314, Can you help me in getting Service Request Its going on from last
315, would lite to appreciate kotak bank for his services way they are serving the nation is amazing
316, KHOPAT THANE BRANCH MR SHIVA MR DIPESH MR GIRISH THERE AUDITOR THE WHOLE STAFF INCLUDING PEON WATCHMAN ALL LIKE
317, RT please be a bit customer I have been chasing you for my debit card and
318, sir I have visited your kmbl vasai road branch twice in months to open no one why I dnt know
319, RT worst They have been giving me robotic answers since Oct and issue not yet resol
320, how many years you work for small Pathetic
321, other customers come to know that solving a simple case how much time you required as your bank case
322, Active bank to enroll customers actively guide them about
323, RT First money was debited from my account without my authorization they hvnt help me with this its been days
324, I have messaged you several times but you are least concern
325, third grade bank in
326, the reason am regretting why did i open account in
327, RT Salute All Bank PostOffice staff
328, Sir still pm from tomorrow morning the ATM shutter is Bank
329, RT Went to branches of which all had huge lines all the way
330, Branch Aditya mall no
331, While all other banks were Kotak Bank Branch on Link Road Malad W was closed n v were told to come betn
332, sure request you to assign a good responsible Single Relationship Manager for my Both
333, Been at branches of for Service only for Bank
334, RT your guys are doing amazing Customer service with lot of
335, An amount of debited from my saving account know Can you check it
336, Care to tell me what was the result of your Why my card working or why no one responded from your bank
337, they are all busy doing creative SMS Bunch of jokers
338, ghatkopar east branch is not working for people ur manager is so rude wid people pls take some action
339, have money for business so started eating public money and saying RBI it means RBI said to
340, We have Informed to look into the matter take necessary steps so that the is made accesible fo
341, excellent step in fighting against black my money exchange within min Kudos to
342, Thank you and appreciate your efforts make the exchange of currency trouble free
343, I done that on instance done miss
344, none of your ATMs are working since morning in New
345, Hi Urjit Need Confirmation From you or your Meerut Mangal Pandey Nagar None of The ATM working
346, its been two weeks and no one has contacted
347, RT your staff were courteous and helped people with a Appreciate the way staff PURAM branch hand
348, creating artificial cash scarcity by not replenishing cash in ATM for past
349, Salute All Bank PostOffice staff
350, actually is doing really Had to return twice due of other banks r fine
351, the offers given are to be used or for just papers
352, very bad services from kotak bvi branch
353, decides to resolve my issue without contacting me
354, how long will it take
355, Remane your JIFI Saving to Sloths Saving I applied on still contacted CS no
356, None of the ATM is working right now already Nov East of kailash
357, false Sb Marg branch lower Parel Mumbai xchngd notes only for about n said no cash to
358, Went to and took minutes to exchange my old notes mera desh Badal raha
359, Can you please tell how many days you take to open an Call me on
360, Great work by Hiranandani branch standing outside the branch helping queries all with a
361, Good news money hoarders and are offering limitless deposits to their open an ac
362, Like I if you had been a customer of a PSU bank you would be soaking in the
363, if i book tickets with kotak platinum card at will i get tickets free or just plus free
364, agreed with your you refund my tax of reactivate my card
365, Will I get the money exchanged if I go
366, You can RT
367, I thought this bank belongs to u
368, No need I have closed all my accounts and got my money So I care now
369, sitting in ur Surajpur branch since last hours and got the my own What is ur relevant team doing
370, please have a separate queue for senior citizens and the handicapped at the
371, RT Was able to withdraw cash at ATM near my office in was a Its jus
372, Your general insurance is a big dep cashless insurance not being honored
373, hope to get a
374, i want to explode my stay away
375, Nobody contacted me even after the DM
376, ATM at Whitefield branch not People being sent When u Why take such
377, jolly Singh his name very nice person
378, you branch said they will contact me and infrom me abt the status of my cheque but im still waiting and im broke
379, funny video makes n important point abt our currency
380, u blocked my card without notice and now not bothering to process the new card What the hell is wrong with
381, sitting in ur Surajpur branch since last hours and got the my own What is ur relevant team doing
382, please have a separate queue for senior citizens and the handicapped at the
383, RT Was able to withdraw cash at ATM near my office in was a Its jus
384, Your general insurance is a big dep cashless insurance not being honored
385, hope to get a
386, i want to explode my stay away
387, Nobody contacted me even after the DM
388, ATM at Whitefield branch not People being sent When u Why take such
389, jolly Singh his name very nice person
390, you branch said they will contact me and infrom me abt the status of my cheque but im still waiting and im broke
391, funny video makes n important point abt our currency
392, u blocked my card without notice and now not bothering to process the new card What the hell is wrong with
393, I have already closed its useless bank
394, hi where can I redeem the credit card reward points
395, when is your team gonna u ppl r simply whiling away the knowing very well the code is valid till only
396, So Q now is Sir that r u not giving cash wht r they doing that gets cash from them
397, No Bt maybe more intimation as to when exactly money will be there but I your situation as well
398, this is one of your robot replied the same annoying been more than
399, please specify branch as well
400, I hd Baroda branch after my but they denied to exchange the amount saying tht bank hrs is over
401, Your bank is charging me for non bank ATM charges for month of Aug in You people are cheaters Worst bank I have ever seen
402, Hi your Nariman Point branch refused currency exchange saying can exchange ONLY ONCE till What
403, ok thanks for the prompt reponse
404, yet my issue not resolved
405, the finance minister announce that Atm will start working from
406, refer to your own provided screenshot and reverse my money right
407, RT bravo u each n every customer in helping managing ev
408, got good response in Noida sector Staff helped to all and withdrawn cash
409, Kotak mahindra bank lokhandwala andheri mumbai is not giving facility to exchange old notes
410, and now ur number can not be wow
411, ATM of your banks are not working what should we I am in Lower Parel Mumbai
412, your Kammanahalli Bangalore branch is dispensing a maximum of only
413, and they acquire other banks which were functioning Old customers have to bear the brunt
414, Why it is so inconvenient with your Bank that I change registered number using my internet banking
415, can you please tel when will ATM start working in If possible u can share list of atms working help a
416, it would be really helpful if you could tell me whether your Cadbury junction Thane is working
417, can you not fill your
418, sad to see how a reputed bank like misinformed me on perks of opening a acct slapped a charge of
419, Thinking to close my current account permanently from Mahindera bank
420, its my first salary cheque the tat for cheque is day i have deposit slip too what sud i do now plz help
421, Worst service decision
422, I have to travel today for marriage of a relative have no
423, use my debit card on any payment paytm or ebay please help
424, Got instead of withdrawn with ICICI pls help
425, has been really worst no cash exchange services they dont wont to work
426, Getting frustrated with customer care After days they denying about their previous This is not done at all
427, Why is your ATM not working in Acharya Niketan Mayur Vihar Ph
428, arre exchange of notes can be anywhere no accounts needed
429, Why so much is enough time to exchange
430, in sion w branch staff exchage only Not exchanging the cash And not entertain non account
431, and u and ur bank people are hopeless and very intelligent in taking the money of customer without any
432, even handle customers wating sinc pm
433, seeking Check DM
434, RT We have Informed to look into the matter take necessary steps so that the is made accesible for p
435, horrible customer Just insanely horrible
436, the newspaper is a high rated newspaper that it totally deserves but most articles are now avlbl to premium users
437, so sad
438, and that is happening in financial capital of Moreover Kotak people took their customers first
439, whatever happened to lower No in two days back it was suddenly over
440, With exception to they are at sixes and sevens very disappointed
441, why are you being so unhelpful zero replies to any tweets sent your make this
442, exactly same is the case with me also they are not at all responding on there mails also
443, Already tried calling on but it does not provide any option in which I can talk to your customer care
444, Hail the staff in rebuilding India
445, I tried with still getting this Transferred the same amount to SBI successfully
446, ATM near andheri station east was any specific
447, now telling customers to use net banking to avoid long zero preparations by
448, RT nora ask she Owns the bank
449, agreed and is doin a great wud b more efficient with multiple cash counter
450, This is the situation at said banks this
451, can I get my address changed
452, my contact
453, HNI banks will never have
454, yes received call now waiting for
455, Thank is what expected from Good Bank for future Convey my thanks to Staff at
456, extremely pleased n TURNaround at TURNERrd While Shocker wealth waterfield
457, Is there hope with
458, Highly Appreciated
459, Have no time to
460, Panjim thank you service manager for helping me God Bless you always you behaved as my saviour
461, apperciate your team at vapi branch for super hardwork and dedication
462, Kotak Mahindra Cadbury Thane refuses to exchange old notes for non customers of the bank
463, nora ask she Owns the bank
464, visited ATMs to withdraw Mahalaxmi Arthur Lodha Excelus Jacob circle just to
465, As I was unable to withdraw to the mentioned I withdrew the amount to my SBI account
466, I deposited that day after hrs of standing in day I go at no cash
467, Following intimation received from
468, Can I know whose home insurance and life insurance have you sold me Give me some was better
469, Very disappointed with Dhole Patil today morning no cash in branch to encase my cheque of
470, I know a copy paste sent Pls let me know what time any of those ATMs are
471, Visited your Nepean Sea Road branch in Staff highly efficient and smooth and
472, I wonder if I can file a claim against you fr not cashing my cheques immediately on my abt NI Act ur
473, Pls clarify if going to the court is the only solution Stupid bank with full of stupid people
474, Plz refer below message
475, is the best bank for hav been using services since last yrs without any recommend
476, RT But your Vile Parle East branch says no cash received from RBI
477, No money exchange for holders Koramangala blk BM says to come after What a common man do
478, Pls see DM
479, RT Thank you so The staff was so Well
480, are you hiring for job i want do work with u
481, pls refer my previous two tweets to what time are your ATMs
482, such type of pathetic service expected from allowing us to withdrawal hence creating
483, made my Jst withdraw You Nvr let us Hats off ur U r a savior many like Keep it
484, Staff of in Goregaon distributing Lays chips Neighbors distributing water too and
485, still waiting for your call think you people have started making fraud promises also if u do it please let me
486, Well Managed
487, Video
488, Wl u tell me Wts going on SIR apne paise ke liye hi mujhe Haath Jodne pad rahe had
489, all atms of borivali banch are not
490, Do me a favor and visit or call your Sector You will get to know the
491, Chembur branch is not taking deposits
492, check dm
493, smooth operations at Kalina Good Kudos
494, arrang ment of payment cluster head it self doing nice chennai kotak mahindra arrang ment
495, as discussed with ur employees plsss mark the loan as Till the tym charges are not waived off I ll not pay the emi
496, Even the CEO of the bank is also in the loop still he is least interested in that only interested in
497, PLEASE Kotak Mahindra Bank going against Government order cheating public
498, where is the update on my Why is there no intimation SMS when any account gets
499, Kotak paota branch atm not giving money
