,Tweet
120, I am overseas and I need to contact the branch manager of Defence Colony New Delhi branch for stopping payment
121, Super cool You understood the plight of people
122, but your employees told me that bank open only till Pm can you clear this think
123, I have signed many credit card forms
124, shame on your Your staff at road Mysore are doing shit Better close your
125, RT Here email sent to on the of October image was attachment sent in em
126, customer service is a customer of both ICICI and a lot of
127, Great job by Hdfc bank IT Bangalore branch exchange my money in
128, CLARIFY How many times One can change in up to Dec from
129, RT Problem with a CPOB HL and get no support from your support Can someone
130, Useless Bank low class management service by HDFC bank only counter is
131, same with
132, having terrible experience with personal promises new pb confused on what he is
133, again I got a revert that plz wait for Are we playing a game of passing the pillow
134, I just download mobile banking app but add beneficiary in fund transfer need ur help
135, I am getting messages about the atm card linked to the account number which is not Can you please call me
136, HDFC not in your but getting messages from HDFC bank to generate Fake or a
137, please clear sir
138, You Can only open an account if you pay by No other mode of deposit available for of the largest
139, hv complaint Bt lot of incidents to Tday i chkd wid bank chnge of said i need to follow the
140, you can withdraw only from Hence
141, I am switching but I am stuck as long as old invoices have this account number
142, please check you
143, thank you for your Unfortunately even t atm r closed in s Bannerghatta rd
144, HDFC WAS TOO
145, Gentle
146, arrange call for me then I will
147, Why are U asking for xerox id proof for cash deposit below Why are U creating yr own SHAME ON
148, Request to please sort out the matter of ASAP Hope will get the solution ASAP
149, my UPI is not working on Hdfc Bank Whenever I am trying to open It is showing t
150, Please ensure that cash van visit these ATMs times a day for next few
151, Branch takes Hr to handle customers while handles Difference between Mens n Boys
152, just one try installing cash deposit machines with your ATM machines and the queues will
153, sent mail to but no replies or reference generated from there
154, bank employee siting no service
155, your sector noida branch saying will operate till Violating GoI and
156, Your staff of Ahura Branch Andheri is super lethargic completely Need justice
157, What about the shops charging for card how are you going to stop
158, Your rajendranagar branch are closing branch at very bad even wrt to your gurgaon branch
159, no cash in rural areas where cash is needed most
160, worst service i made transfer from foreign how do i know its reached or internet banking and mole not working
161, that is not an HDFC bank That is a govt requirement now
162, you people are doing great work keep up the good work
163, Sop Gulmohar Cooperative Housing Society Lane Koregaon
164, can we deposit money in sallery account in another branch of hdfc bank
165, what the hell u ppl r doing shameless People given any Reply regarding my unnecessary chrgs being levied
166, staff showing such a casual staff chilling on the strett and desks ppl on streets
167, Ruchi and Rakesh from Sec Chandigarh branch been great at hard job of Please pass my
168, The worst user experience for online users on All you have to do is but even that you suck
169, ATMs refill time in Connaught Place
170, Change the bank
171, How can I redeem my credit card I am unable to do so online Can you please help
172, Understand the even single sec Gurgaon people say bank staff allow frnds first
173, m having home loans at visited HDFC Chinchwad to get statements was told to try baner as branch manager was away
174, login to UPI on HDFC app not protected by password Once virtual ID is created can use it
175, Compliments on the amazing way your staff r handling Lot of understanding and respect being
176, call me on between AM to PM on
177, Banks Should Ensure that all ATMS should have cash and in working to avoid public Inconvenience
178, since when is a ST considered a nominal charge for foreclosuring a Superbike
179, RT Absolute mismanagement at HDFC bank suprising given how efficient other pvt banks
180, Dear your branch at Charmwood Village are refusing to operate beyond PM
181, really ridiculous you even care to reply or atleast acknowledge
182, rajender nagar been a hours and not a single has moved
183, Really really irritating moments when transferring money through IMPS from to
184, why this hdfc close only Swasthya vihar delhi
185, when onwards new currency notes will be available in Hdfc ATMs
186, Hope u carry on this good work in yr other branches too in this extraordinary situation where nerves are
187, Pls confirm whether clicking on this link is safe or not
188, no proper system in the No correct No exchange for Stupid decision
189, simple A classic customer of year cannot get a regular visa debit card in last months and multiple attempt
190, Thankx for taking care of the issue
191, can we deposit cash in salary
192, Everywhere sir
193, why do you make customers suffer so
194, nri imperia acct n all just mktg You guys cannot even help in crisis to churn
195, branch in Koregaon Park pune is not allowing citizens not having a with Hdfc for money Other banks are
196, is creating Manager not cooperating for funds is it
197, What
198, Please mention the branch also because we e have experienced empty closed ATMs of in Mumbra
199, RT same branch while accepting deposit since shes of Bank would deduct Rs pe
200, poor since yesterday nobody is responding
201, ATM opposite to Inorbit mall ITPL and at MBRDI office is non operational
202, No response yet
203, USE SBI
204, see how the HDFC bank is taking benefit of chaos situation
205, RT no such notice outside dat money exhange is no then y were we ht
206, Are your ATMs working
207, one single line for deposit No token system at KG Marg Delhi Please check
208, RT YOU WORK FUCKING HOURS A DAY SO THAT YOU HAVE MONEY DURING DIWALI AND THEN THIS SHIT HAPPENS
209, And later on like they can charge for Unless the service charges are banned by SEBI sit
210, another HDFC branch at They have token At pm only customers My token no
211, How Any Time limit
212, Still not get any Now i am very u guys loss my
213, I want my documents back or my credit card asap otherwise i hve to take legal action against you as my imp documents r wth u
214, this is my deducted from my acct yest but merchant did not recv the cmplaint numbr wth
215, Why so uncooperative with general public in the difficult The Kanke Branch at Ranchi is a
216, waste of High brokerage avoid hdfcsec
217, shame on Worst bad service ever i have shame shame
218, I had requested a debit card replacement due to a read error and its more that days and its not arrived Sucks
219, My septagenerian dad was ordered away ur Khar branch this morning told return post note
220, still no I am desperate as now cash is also prohibited by Please
221, utter chaos Gabana Br Security enquiring purpose of opening No such Govt order
222, did they specify that the application has been rejected on the basis of
223, as per ur quote bank will be open till on weekends Then y bank near are locality is shutting it at
224, trust me this is worst bank in india never trust
225, They DONT Card blocked inspite of impeccable payment Addon holders get same card hence
226, IS EVERY A FUCKING IDIOT IS THAT A CRITERIA FOR HIRING THESE MORONS
227, We understand that ATMs will run out of cash very soon for next few days as Banks face logistic
228, And I still see anything for PATHETIC
229, Why are U asking for xerox id proof for cash deposit below Why are U creating yr own SHAME ON
230, doubt that cz anyway mine is sorted in icici home pick up so whoever gives service is
231, was withdrawn using your HDFC Bank Card ending on at Avl
232, why ur sector Gurgaon ATM in ur branch is close when it is clear instructions from govt that ATM open
233, Lost foodplus my card to mumbai bt I liv in cust service
234, Five working days are any update on this issue
235, None of your ATMs in Bangalore were operative even on the day after
236, u loose a customer wanting to take a loan of cause ur Agent not negotiating on processing
237, T Nagar branch leadership is weak
238, Its sad to write something for you you guys cared for it and card is disapproved without any notification
239, Many ATMs are out of Cash or Out of Service in Really disappointed
240, got a message from that all free till Dec
241, The ATM at the Jeevanbhimanagar Bangalore branch is also not
242, Knock Anybody
243, The ATM at in Jeevanbhimanagar Main Road has been missing since evening with an out of service board outside
244, RT This is beyond Why are you guys opening up yourself for a Please chat with
245, RT This is outside right
246, is my contact number
247, Pls dnt expect chase hdfc ppl upgraded my credit a mockery of aft
248, RT Spouse travels uses cancels card for unusual Now stranded with no mone
249, no replies yet
250, cap on ATM transaction is still
251, Most of of all major banks still out of service in Bhiwandi
252, I request everyone to inform others if you find less people in any or out of Share
253, Sir why r u not replying to
254, My number is in national DND That should delist from every Can you take action on your
255, RT So telling me I open a bank account is this your official
256, I am UK citizen who just came back from India and bought back some ind How can I exchange here in
257, opened a regular saving which requires a cheque of Deposited cheque but cheque returned due to
258, but for depositing the cheque and the way you people treat your its totally
259, Excellent service by Saligramam branch HDFC Bank employees deposit n exchange of old
260, kindly do we have to provide photocopy of identity which we mention for notes
261, i sent DM plz let me know asap
262, From to
263, they call preferred customers today unable to use any of the banking facility really disgusting
264, days back my sister did IMPS to amnt confirmation msg still not means urgent
265, I have put a request to change my billing address of my credit card and today I got a SMS frm ur side dat I be changed
266, the hell is going on
267, Hi I am back GIMME MY MONEY PLS THANKS
268, In these times of dire need HDFC BANK failed to provide cash to customers and general What is the use of such
269, Model Town Phase shopping center
270, Incorrect charges on my account even after request to Very poor customer
271, None of the ATM is Jahangir puri Delhi is working
272, RT Can Banks start putting out on their App which onsite offsite ATMs have started
273, an utter chaos with customers venting their agony and pain but spare a thought to d branch folks helping
274, Will you guyz solve my
275, your Jangpura Branch says they categorically will not open it without an Aadhar card
276, ATM at Unitech infospace sec not Please look into this on urgent
277, waitin for the refund for a year Thanks a
278, This sort of dictatorial attitude of HDFC is highly
279, even ATM not working
280, unable todo online neft today even when its officially declared working day for neft working fine
281, Well
282, When the customers are in chaos you shut the NEFT How can you do
283, hdfc bank is worst when it comes to provide I hv preferred accounts and witnessed pathetic service
284, Plz note ur branch at Sect Faridabad closed for public Not entertaining deposit and
285, Amount has been reverted in my thanks for your
286, Net banking application does not start show error UNABLE TO CONNECT SERVER
287, I am a nri customer can cannot attend call on us number call me
288, please help
289, I applied for Dinner Club Premium Card but I got Rewardz Appln Kindly check and replace
290, Thank you Natasha
291, All those touting relationship managers have vanished when needed now
292, Good job guys at the IC Commendable preparations for the maddening
293, Let me DM you about
294, hdfc branches shuts down at no cash exchanges no no deposits
295, thank they are saying that it will be closed I will not use
296, ru ever going to deliver the replacement
297, You find a new That would be
298, Dear u have been spamming with msgs and mails abt withdrawal etc No info on ur ATMs being shut
299, waiting for your response to my THANK
300, Can any HDFC people help
301, please help kindly tell me if i make another payment through NEFT will you guys revert my money back and save me from this
302, why should we pay PROGRAMMANAGEMENT FEE per quarter
303, one should be aware about the importance of Atm in Hospital like Max super spaciality hospital vaishali Gaziabad
304, that was days
305, ATMs r ACC Rd Mulund W no cash last else close down will save on rent at least
306, Even I noticed smaller lines in seems they are doing like charm
307, Qn Why would send a msg that been when
308, which Atm is giving Fed up of all banking system Very old
309, bank is refusing to accept cash and wants source of How to
310, No choice for noida in your branch list
311, still no action ur Kindly take necessary step dont violate Cc
312, sent required details with trail
313, i did not get confirmation email and sms when payment is debited from card
314, in Hiranandani Estate not People
315, Effect of on hrs still waiting for Worse than
316, hdfc bank sarjapur road near wipro delta signature
317, kindly prove how do you Also explain should I consider the so called sales
318, How to deal with note Msg sent by
319, RT they are misbehaving like
320, RT lines getting bigger at Sector Noida
321, when atm will be I m out of cash
322, be You sent same tweets days ago
323, Visited ATMs of but all are out of helped me after being in q for
324, Hi once PLEASE GIVE ME THE LEGITIMATELY EARNED MONEY I HAVE WORKED HARD FOR
325, only a few Your help
326, when will HDFC start exchanging Went to a branch NO exchanging of
327, Fake unable to satisfy
328, Tokens gvn Chikuwadi Borivali Staff gvg priority sr to Helping
329, we want our MP MLAs on ground in round to ensure banks
330, Totally update feom last months for a simple issue of nbr change
331, What is your Customer Care I want to
332, how many times i call from this number still no one response
333, nothing done to insure joginka branch ATM work on
334, Apparently the limit is being converted into some kind of a weekly cash limit
335, in remote loc hw can you all handle this situation
336, Kudos to De are loading thier ATMs Why are delaying All Their ATMs r disappointing in BLR
337, Absolute mismanagement at HDFC bank suprising given how efficient other pvt banks
338, pl provide a response immediately urgently for email communication reference number for
339, Refund transaction reference number I Tweeting coz no update frm talktous and customer service is judgemental
340, sent an Would appreciate an email from you
341, Need some info for international wire
342, are replenished but become a game of roulette for Why promise when Bank had enough
343, Also I figured it As soon as I put code for cashback app gave the No code no
344, thanks a lot for your I want to deposit then I will withdraw by cheque or I need note need
345, RT Money deposited and withdrwal within Great work by HDFC ramdevnagar Abad With support and
346, pls tell me why ur bank is insisting for my ID proof when drawing money from my own with you
347, what is the
348, HDFC Branch Nehru Road Vile Parle Mumbai No or
349, any plans to help the
350, this was in Vignan nagar branch
351, It seems bank managers want to take weekly off and keep the ATMs running on
352, why is hdfcbank hiranandani gardens branch Atm closed You have to be open on acc to RBI
353, still ATMs are bot working in
354, Wished to deactivate some SmartPays on my Your website gives the option to activate but none to
355, in the intrest of time suggest to have separate queues for
356, Are you ever going to deliver my replacement Blue Dart courier
357, No they have cash very much Manager of says that their HO has mentioned to operat
358, this is a serious i hope u get some relief we all are with
359, I like the I applied for Diners Credit gave me MoneyBack Credit
360, pathetic service If it was not for salary Would never have opened an Miss you
361, did you even read what I
362, Now this time I am not going to pay a single penny unless the billing is sorted out
363, RT Got a message from to carry ID proof for old currency deposit or Y do I need ID for
364, it is at sector navi atm in tht branch is closed since yesterday
365, RT you employees are frauds bloody liars and cheaters money is not safe with you
366, But c is finding it tough to go to the branch Cn u guys collect the requires documents from my office or help her out
367, please give a number for I need to talk urgently about my Debit
368, can I speak to HDFC PNO I have been calling home for years now and I get hold of him and neither callback
369, When ATM will strat working at NEW
370, have u checked with Nilesh or Satyajeet and ask them for details
371, Finance minister says ATMs will open from today Will that include your ATMs
372, superb management by your branch Mumbai amidst all the rush for new Kudos to the team for a great
373, HDFC is still not returning my debit card it will be solely responsible for any kind of loss which may occur as a result
374, RT None of your ATMs in Bangalore were operative even on the day after
375, Address B City Centre Sector Bokaro Steel City Center Sector Jharkhand India
376, Hi Kindly help me
377, can credit card bills paid via cash at hdfc bank
378, Are you guys not interested in resolving the issue of been months I am following New Ref no
379, Hey can we file FIR against for harassing people via phone
380, JP nagar branch manager is not accepting ADhar card print for exchanging Harassing
381, thanks for replying and support
382, your staff is too hassel free very cooperative thanks a thanks good decision
383, do u follow this
384, I have sent my query over DM could you pls provide me n
385, And says and texts a million times use FUCK YOU
386, hard Yes respect for Such hard times and so much cooperation
387, people are outside your Maddox square branch and you have only ONE counter operational What is this
388, screw
389, your noida sector UP br giving only currency not giving other denomination of
390, RT Hey can we file FIR against for harassing people via phone
391, Very poor Lots of promise but a big Dissatisfied
392, here u Staff is empathetic but the rush is beyond them
393, after days u Do u really cares abt Anyway my email id plz contact
394, Ref and email
395, RT utter chaos Gabana Br Security enquiring purpose of opening No such Govt order
396, pls check it
397, dear HDFC now your round the clock narratives seems mere PR
398, still waiting for your
399, CBL Spent mins with execs and a manager Bad
400, have done the needful
401, Transaction After sends a msg been But Then CC asks me to wait for few days
402, u responed way back update
403, disgusting is ur customer service and disgusting is the response offer not activated
404, visited your branch in ghatkopar Was told they handle credit card Is phone banking the only
405, pleas provide the hdfc MD email I want to raise my
406, Is this a RBI My fly mbr is on travel and unless he is back I cannot take So asking
407, please look into this and
408, when is one day
409, thanks for letting us know that CC and DC can be used for small value transactions But why u also send d
410, I will do Pls ask him not to spam
411, at what time you will be open
412, RT HDFC is busy in counting notes and is allowing them to play with SOLDIERS money
413, RT Thanks for the Got the lower denominations as
414, Paldi Great support and right information through all staff members to guide this
415, chk and revert
416, physically challenged cheque away from No working cash in
417, please provide complete address of your Credit Card Division in Need to visit for my CC
418, For address change asked to go to home that is like from i
419, excuses were developed for those who have mind to solve problems
420, Happy to see that bank personnel are managing the very
421, can i deposit cash through ATM as And how much i can
422, Mr Summit Upper is not paying attention on my Please give my case to other
423, I have been trying to call Customer support from The procedure even Nobody
424, Hell They r not running out with cash But They r actually not having cash since last days Mukherjee Delhi
425, plz do needfull ASAP
426, RT not a single ATM working at or near Kolkata and Hardship galore
427, Why You people not taking card your staff humiliated for giving digitally generated Adhaar
428, what is the point of having a Credit card when smaller or larger transaction cannot be converted to
429, how much time does it take for cash deposits done today to reflect in the
430, Check such banks for priority
431, my customer id
432, is this the preparation that you guys were talking Btw got bank promo msgs while standing here
433, Liluah branch playing Causing high Harassment
434, Blame it being a miss any entry in my account be it credit or practice hurts
435, Can you share your
436, The stock of money finish with half an
437, Liluah branch playing Causing high inconvenience to even existing
438, closed the account since Not yet Instead charging Plz help
439, Hey the process to close an account with
440, please let me know the status of credit card application been a month applied for
441, Email sent to u pls check
442, as per branches are supposed to work for been standing in queue for
443, i have sent the Let me know you require anything
444, You Guys are best at services done wid my transaction which was smooth very well Love u guys
445, guys what time are your branches open today and
446, no cash since morning cyber greens cyber Yesterday was the
447, to IST no international number would be very unlikely to be helpful to a distressed customer in a foreign
448, and bank is not open HDFC NIT Faridabad
449, Plz act on banks failed to m
450, very impressed with the staff of Versova Link Rd Mumbai Well courteous and helpful
451, Hey Why are your ATMs in Vasant Vihar
452, Very well organised and well planned activity of currency exchange at Vijayanagar branch Would like to thanks the
453, sec branch closes at pm causing inconvenience to No extended wrkin
454, Yes but how much i have to pay and what the limit of saving acnt
455, Koteshwar Ahmedabad branch is refusing Banks are not helping
456, please revert
457, Can I deposit the cancelled notes of rupees in saving account
458, Today I got the included the dispute amount and financial charges even After paying the remaining
459, Could you please tell me the bank timings for
460, HDFC Tinsukia branch is refusing to encash self chq from my cos current scene yesterday today
461, I am surprised u still applied after being rejected twice
462, Hey this is not as per rules
463, r u people not ashamed of poor services and commitment should i close my account and get rid of
464, crowd at westmambalam branch in chennai for the staff at the branch for handling the quire
465, A small room which is equipped with ACs and tubelights is asking me not to print receipt to save
466, need swift code and international routing code for wire Road banjara Thanks
467, Dear Kindly please take any steps on my
468, Call several times No one is giving proper feeling Helpless
469, now plz let me know how many days u want to almost days no proper response
470, how much days it takes to refund the amount
471, It just took mins at Thane
472, sent u latter and got assurance in mail that within a month u will close it but still waiting and been
473, IT TAKES THREE WORKING DAYS TO GET
474, I think everywhere exchange money for Non account
475, Does depositing cash in any HDFC branch attract any charges
476, Kammanhalli Extremely professional and courteous bunch of staff
477, HOW LONG U GUYS TAKE TO DO A SMALL THING
478, RT Ref Loan application I do not wish to take life insurance
479, RT Stop providing priviled
480, if instructions were not followed compensate by extra hrs next day
481, Have not yet received cashback from my amazon Please help
482, RT Dear your branch at Charmwood Village are refusing to operate beyond PM
483, we aprciate d efforts of bank addrsng d wish had equpd u gvn u ample time prepare before dis storn
484, then HDFC is saying that nobody from Rajajinagar coop bank contacted then what is the use in contacting this
485, off to HDFC BANK the team behind this wonderful Thank u for keeping us happy I love you HDFC BANK
486, In RCP Navi Mumbai why your bank put notes in ATM since Are you there for help or increasing the problem
487, I have given you my I am not writing any Just frustated with your IVR
488, stop sending preferred customer we are also asked to stand in the queues for any transaction
489, No difference between a normal account holder or customer at branches of
490, Being preferred was made to stand general Stubborn bank manager ahura Decided to give up preferred status
491, I think money has got to print only after modiji
492, my Cid is and i have raised various complaints since July but none of them is resolved from the home branch
493, what r timings of Banking hours today as ur Noida Omega Br is not servicing customers after
494, ATM is still not operational in Shahapur taluka in Yadgir Please look into it
495, And over and above provide soiled notes in write dat uve given a note nd say dat u dont hv any in
496, Bopal is in Ahmedabad only
497, RT Must say was easy to navigate today when I had to deposit a Also they had chairs for people standing
498, few dsys earlier i was proud account holder of HDFC but now i can surely say your Call center are the
499, poor
